anchor,positive,negative
5296,224954,214133
153799,57949,142511
217957,48644,1716
34263,209904,209461
168363,102719,171146
204078,228350,122171
214532,59471,56769
49172,217938,50259
156572,215214,214966
65882,182676,54249
215172,208601,223169
172701,35265,87065
221070,37540,25538
69137,48649,206106
1085,11278,164208
223048,171096,132217
209936,223431,67495
208729,42142,122995
222919,125450,231219
213129,56410,66471
204498,7952,35336
226904,143994,12537
127361,227043,165766
214998,153861,145377
156060,219078,1687
227387,205120,64
223865,156572,21459
209855,215031,85089
227025,204763,65270
9429,205486,26695
223735,168490,19264
122659,3536,69437
228868,226904,4153
168366,145232,122587
65483,227312,205492
223998,217948,109856
35634,227996,82102
168372,223938,226558
205462,227097,1808
214610,112318,10611
169481,35536,6477
60167,48297,175152
213295,213734,8583
225374,155495,214676
860,7412,168252
204763,6672,93737
34928,207505,228805
215125,39575,25472
227045,50088,66235
225337,215011,1815
139531,148195,129288
10767,214983,40271
174911,223033,46078
57947,65117,12174
229449,205129,131502
9292,32779,218923
134315,154424,226214
136628,42109,4679
224431,204945,76156
203994,8272,121075
217214,218086,27190
175164,60281,159827
40220,209878,228029
42688,163052,26313
175199,65376,45030
227398,45704,57579
35543,172774,39965
35185,163008,12173
43427,227408,214498
35315,103505,23510
153574,172731,60036
124325,49702,215304
35723,226526,214448
63426,9368,159424
155498,33704,50632
174409,9259,25846
65169,42117,88284
214450,9400,227163
60296,60269,288
56065,111728,8648
227324,214481,45800
169088,55732,208694
125410,37519,98042
215280,215203,12172
147046,223935,108158
3500,6285,7130
39004,164050,17552
34038,61668,34165
227379,213880,168329
168471,60067,227262
225399,209979,65126
64608,204781,195124
171022,8027,89096
57099,155502,215349
34453,42095,198974
223311,6134,35517
226544,227952,92320
224159,225079,29120
172757,35692,10064
206979,231054,156830
161037,30301,152409
40265,180727,45965
8129,162966,138847
116239,32928,224511
60144,205198,125899
225317,216313,51830
225398,171051,41008
137160,215186,127449
228992,163045,63310
168627,46447,89589
49135,60815,40614
227986,60224,74630
144976,223721,59525
228883,225334,46650
213269,55689,41718
124321,210003,231554
11248,43258,130893
227244,209984,216319
206961,68725,1706
227203,65361,3203
175007,191369,214761
209906,6051,146567
9982,60222,181105
223043,222085,131112
54435,125462,175143
206976,39575,46133
175239,170914,227070
143412,6377,168892
229453,61232,6373
222083,122106,208175
64751,35493,220379
41563,148450,41886
9263,205729,224693
225377,209904,130843
160849,57436,183655
8376,214584,133267
216312,155499,137923
214508,218090,75815
9445,162936,50187
42579,208576,231185
60046,194481,164729
30466,194774,44118
35968,180520,92155
152072,42668,218288
168368,60248,1757
208622,226803,33876
32641,215249,203997
218508,231926,3102
9302,175246,215783
54360,9392,214617
155519,170471,169272
161037,74212,139213
210015,9341,224119
47197,214969,68622
175116,148679,52877
231356,9525,89218
221353,207593,67515
174924,214997,16125
169088,60202,35437
54099,60027,105561
10964,11324,72249
65420,42383,87192
49809,172903,12195
35585,151534,66766
64951,49405,66444
205879,183181,228112
219472,175178,179866
126880,146565,25264
8024,33168,146919
184301,50841,26905
35616,124925,43957
215099,227294,87222
64739,40215,20185
214666,122659,44990
208728,173719,35434
163032,227064,143705
215196,215202,56619
223433,170471,89234
200666,224494,8275
10930,223622,5586
127848,35855,35610
38719,51355,53390
228416,175713,11640
139685,64863,214723
214674,191374,67708
131947,125443,20174
5394,216407,228089
223957,229463,228169
172722,217107,182673
215085,206962,78630
175196,225252,218599
8021,35706,40113
232252,5475,61657
163045,215123,125686
226566,227025,39966
34928,60194,217235
215223,206109,223452
200667,65119,60043
228450,10784,50295
35580,212100,84798
223855,211391,84760
222459,8202,33927
207574,36484,33933
209927,147729,16371
34303,52488,19574
216321,39184,123729
35641,11112,22280
231354,231921,5729
30477,172719,78884
214685,191406,122546
197785,194796,206977
172395,33715,220719
227394,215352,32371
214683,220580,217971
221946,221256,5215
168402,60154,218814
205108,205548,169586
60206,161038,59529
111274,221188,223622
6097,175183,101964
3643,9156,49375
214655,205547,67971
213778,194493,71062
206927,169539,171022
208583,106147,66521
168430,227390,175522
224707,10754,93721
225486,9359,108749
227339,215159,87869
210004,165233,214996
159736,116862,49267
219557,33362,67767
173252,197331,146598
65420,215141,119461
151519,214733,53349
153733,198268,64899
204762,34040,81475
214512,165299,225338
168353,135399,19289
181241,60191,46060
8178,55847,43241
60129,171980,4677
208082,36689,158880
170996,10779,33356
60064,36755,70979
190809,100761,75881
157349,210009,44010
152798,49826,214495
155512,227088,44097
205517,215282,221699
227110,168354,172772
9384,39755,206974
57100,214392,218210
6526,208552,43695
161781,225446,58285
55019,215113,45266
35581,214376,183706
172810,155517,1013
125428,4646,127976
153642,220479,38961
227862,100761,142883
204497,5971,204945
10217,227197,25711
36478,215335,150303
157229,9407,54370
223971,56065,16199
216324,213990,150556
217949,168247,35505
223062,112507,119187
121155,209960,1692
8098,8022,52270
220823,123671,42080
124326,125467,48032
11542,137717,15993
125431,50082,73175
49561,39831,228137
175133,942,52170
7992,218124,40029
227204,8087,123547
45795,217971,227728
216695,175343,172670
125416,214615,62638
8070,154244,46525
36987,214601,230909
170907,10558,191369
136137,75832,95492
9383,175133,230895
218120,116240,38526
183187,35745,214994
156834,157377,157040
215333,164874,58598
4555,10223,172395
3150,209932,57453
64967,174617,133370
149386,218087,3230
55057,175278,232107
197797,205720,214611
60072,215319,78937
214615,60026,7668
33936,40110,223048
204021,228969,63052
206112,60204,25365
205697,214631,1477
34038,175208,69883
210485,91891,16524
214467,219562,25781
7892,11300,36490
40034,8706,92349
221179,131323,205474
49067,163086,53315
227330,155505,15092
35511,214534,168355
162942,64778,145372
205748,136628,124802
205684,215382,86271
4646,43074,61188
143968,50218,45962
55118,228651,26832
223393,2984,6824
222707,163997,133370
32106,143858,210038
116245,9264,46222
227957,6127,10187
71866,145234,18660
209925,37479,230122
42162,65126,22026
75815,213868,21622
218139,175312,11343
224416,142162,50069
215276,171073,159538
60206,40153,10459
197536,171045,49641
7944,211912,23870
215258,65120,115468
60540,151888,223041
222068,191369,7754
215361,45674,23704
215008,137119,52267
215342,221208,178311
151546,163070,26034
157260,55791,48583
9361,37101,205711
170986,65503,51691
4555,8026,45586
3110,175461,10554
60184,231089,163028
214686,7928,107610
214653,60396,152072
228396,7933,211667
216340,228973,170931
8214,216327,49369
215204,214405,35561
32106,214551,35589
213880,194491,135168
226563,153636,71885
33839,197645,216398
232206,55056,4088
223438,169099,64641
50793,64963,54127
209931,210011,46131
43331,172704,214520
145230,155506,214664
56410,218010,29873
205194,8196,19277
64843,162894,49556
144255,215128,32319
227647,38570,434
34038,226527,45876
227329,225371,161521
131490,150904,15151
33936,222923,218015
169289,7757,58371
9152,117818,217284
215038,9410,52244
42095,171053,133401
59497,205465,60209
227079,229476,134427
35649,205886,168257
35599,219559,53588
48191,226787,106528
10563,205703,65095
225868,227237,205487
60216,174617,229457
226558,219064,103278
57685,227205,148804
148016,209980,54386
156049,205574,26930
223945,227423,34760
215363,36977,8799
214962,35655,66449
209949,8610,4553
219692,60290,153629
168339,134825,199272
37031,47821,157147
227335,168419,155477
11478,51223,61342
10480,215224,131097
129269,220580,126070
228349,155499,44832
214397,50720,228347
193791,45981,224114
220819,229658,224137
180519,227143,214388
208636,5260,223949
227321,179210,164703
164198,216280,25790
3533,119914,227114
9328,209873,165759
208100,60945,177097
205736,172712,110673
50719,223427,155591
111151,6296,152409
223038,214682,60025
227520,166111,49379
131899,168283,62975
204089,227745,18641
55070,168427,44592
205099,215019,26214
65506,168332,61782
168630,162869,7095
35731,137734,111965
206971,175407,23519
168334,58978,205194
59469,119914,24237
227106,6315,62216
148754,152793,213640
204934,6110,1707
227093,214391,91275
184650,161888,204000
163148,214671,122595
100759,124923,169087
10026,175617,29589
222074,209906,39521
229466,35737,147209
34171,163056,9313
215248,205749,87385
170478,229477,51436
55143,228993,168462
204491,232085,107567
60082,134221,215154
214524,227028,44953
57600,227049,10409
214755,42080,228116
3099,67732,47246
35884,216282,215007
55732,214150,65361
53972,10477,92183
10343,142957,119461
175130,64739,35949
9447,172909,208386
9389,226331,66967
95327,215117,49887
214582,213673,10423
1040,174605,195919
145377,8794,1825
139370,215343,18890
130910,65371,227742
227163,35526,160864
9870,172052,15867
205762,7901,40215
43241,35207,44840
10200,122238,60626
226419,50038,42183
219692,226798,26990
170863,214395,53342
43665,210065,229625
225338,214503,176361
154197,145930,43799
9451,11912,165743
60210,214601,224169
9287,9895,178128
7828,60283,161553
215105,219475,226707
35622,227739,4729
46447,197796,170927
9388,36601,213112
9896,33679,172681
54401,6672,124329
172733,10938,34018
181004,64884,30702
35754,177017,165773
11542,39184,214718
7888,68576,12845
4088,175240,154299
43117,35610,168290
204784,227208,18847
215150,158575,138625
170705,183655,54390
208609,172742,223648
142252,55147,175177
124923,210145,21284
215259,181123,69970
228975,228651,58056
156049,57580,131468
46447,32731,212262
226860,218655,131008
226652,228350,86736
139227,60003,13538
205196,142046,106339
168320,223939,50324
3061,224770,15636
8265,35961,25073
227057,64770,170481
49164,9393,92997
223944,168367,46664
215069,55847,44111
156232,215048,143753
163008,175159,45600
39826,45795,41301
227327,214534,143967
169568,42049,139275
140063,208101,73271
215014,231038,76839
123441,181068,227148
214703,55728,27998
225326,9241,165720
9407,172719,215324
172903,214967,227022
163028,59528,50329
215119,200655,57035
147209,41310,74061
215351,168393,64542
148754,102497,45087
3009,157229,171435
143644,225323,204688
214665,215381,92131
227813,49426,58656
142255,227145,41533
59990,117751,39770
228345,9267,173628
125423,54099,223680
55045,215211,18685
7934,59991,47773
64958,227399,143674
55665,214735,215239
230903,217280,47017
35942,151784,142258
55107,215171,1774
3863,36483,214972
205456,57593,61250
183526,118185,69942
8709,35506,215067
9304,60650,46669
204038,47539,214146
8080,226758,20736
207848,6555,227176
227065,48327,140065
214612,212286,161535
34001,162934,133017
205731,117843,227271
60202,214649,3280
206114,7907,123251
35584,228868,59896
65882,50793,1718
6097,124852,51918
214984,34038,101111
168288,193791,1578
6103,46003,225856
35914,214508,10219
214576,6579,58724
4646,5260,47517
214503,9961,8449
106645,175631,50479
5937,931,229137
221258,64944,47821
35150,226559,152380
227098,35741,34274
42300,116242,76932
42107,228986,42471
206994,225319,34923
9249,35711,48537
52903,215073,44801
142259,150499,44918
182552,7942,88526
30469,10204,177255
157753,231924,62296
142288,35851,57453
10203,174609,17456
215305,8281,223641
226725,216329,1509
33823,174817,67633
51592,210030,170793
71571,227161,57896
140063,168379,59075
37519,11264,115690
183186,191363,55769
4183,221260,28280
11239,92855,172789
214351,36864,1256
224272,210005,225356
223941,184642,3410
216286,227058,177374
214498,205506,24237
206965,215320,205647
153829,205514,217113
214764,7754,72829
54761,217573,159070
35667,231346,41065
209962,9288,218127
39702,200642,39967
6318,148330,46622
4361,184419,3002
227525,60046,9266
216228,224713,225350
55150,222459,81722
59493,142252,72970
223044,198256,108659
7968,171085,50564
205126,35647,198420
215303,133636,122017
223936,65133,61391
10578,223445,1684
224418,9292,221199
11478,228420,69258
231711,172782,161535
171030,209304,12013
18419,173091,75117
227240,154244,206786
214503,172735,118509
168293,142200,198264
205485,227367,1497
200824,216319,51615
10462,227266,58174
153762,226554,200640
9085,137428,48340
58729,55110,227155
9386,60235,122251
95327,144218,40083
196593,125447,166583
205498,209970,26207
151748,59495,212325
35594,157383,231125
214960,231360,46649
209992,64967,143701
6187,214738,61796
227192,10363,157378
209982,172944,50432
31936,172660,178963
126609,168356,61188
172735,11261,214224
46451,9114,5280
40245,48323,227023
124122,153799,71313
215312,8028,148672
55695,215317,182331
10711,226534,227831
123395,2929,147373
222092,10758,41524
55035,67860,44329
49164,5212,42543
215326,217962,231916
209878,43665,79225
92610,30818,78887
223037,175271,35868
35652,68725,57992
58693,64897,44296
55052,223941,226826
119618,7916,150548
227054,31344,149077
229464,208712,50606
214364,58695,14413
58184,3408,26709
223991,223041,50296
67781,9383,220819
55690,36987,10578
221943,223854,88559
9452,223000,122595
214708,210002,227831
142164,10043,17583
58691,214631,63489
57035,172807,47067
43366,198595,222680
163361,64760,22612
5394,9809,129876
209893,59986,168260
58184,168372,74826
152793,10337,162057
218125,133368,45030
215062,8087,228984
214990,60114,71066
227743,175315,209691
55062,4471,145472
6555,30727,61411
122200,169090,139324
139386,182648,122507
117828,3743,176498
209960,206991,81720
214981,57035,169148
49151,214505,205211
124324,41301,134221
35453,9351,228975
209847,35747,171615
210065,228993,6315
218096,123178,45406
38994,64773,215184
60149,227321,165723
64897,45833,53152
35600,10750,136325
209026,142251,65822
211912,227929,102555
60297,205698,191391
221250,168328,1780
54039,215184,183769
228431,228401,226863
223969,59498,9259
205102,6840,196262
227401,11345,44275
204777,39826,198141
54703,215299,57535
214763,49168,17119
227225,171442,138962
134404,205209,146216
10777,10563,69385
204944,227819,191376
205465,172691,170999
227346,43258,164037
92193,6334,165782
227343,215045,44
39831,143275,69989
34190,200642,44340
208525,9391,67357
215002,35578,21253
6477,145225,206425
231360,215108,214711
3067,215082,35200
205509,168259,135296
227257,209928,41959
170993,205671,61202
168394,51310,53323
11539,227810,58175
142955,227996,64542
42105,194803,225276
169283,163138,33515
33865,5469,36043
11644,209983,42287
124922,229666,61410
9432,227303,209443
215185,215089,22750
9852,205489,228176
205562,225653,198645
218448,227396,44040
214710,60298,70979
43456,139330,57090
6126,51656,170935
227178,11960,74886
9282,227082,214314
223968,30470,119450
208102,48329,53818
215277,58495,78991
42049,54402,125471
215057,204024,101102
43339,131768,149273
60144,162981,60269
30354,172671,195053
215381,40138,52159
171943,9277,39832
139229,229463,121184
3266,172693,180009
34928,169290,127434
168483,173286,172878
225344,35597,213765
60274,204787,196585
64859,223962,152735
